fold,split_role,building_id,grid_id,population,area_total,use_main_code,floors_above,floors_below,height_m,approved_year,use_main_code_int,land_use_residential,land_use_commercial,land_use_industrial,business_density_50m,factory_within_100m,target_population
0,fold_0_train,0000171243904325924200000000,다사270331,0.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000171353564326142000000000,,,0.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000171414494327171300000000,다사272333,5.0,17.6,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.014414154699915319
0,fold_0_train,0000171429144328392000000000,다사272334,8.0,348.0,17000,1,0,9.6172447,1990,17000,0,0,1,1,1,0.48407878103955226
0,fold_0_train,0000171453834327824500000000,다사272333,5.0,17.5,17000,1,0,0.0,1992,17000,0,0,1,0,1,0.014332256093665799
0,fold_0_train,0000171465664326461800000000,다사272332,20.0,36.9,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.1182815517642062
0,fold_0_train,0000171496654328559800000000,다사273334,58.0,9.0,17000,1,0,0.0,1992,17000,0,0,1,0,1,0.13092616466598778
0,fold_0_train,0000171499014327126900000000,다사273333,5.0,102.36,17000,1,0,1.51,1992,17000,0,0,1,1,1,0.05748456183465382
0,fold_0_train,0000171590714328877400000000,다사274334,20.0,1800.0,17000,3,0,0.0,1990,17000,0,0,1,0,1,6.722638859840448
0,fold_0_train,0000171604654326040700000000,,,14.03,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000171611214327202900000000,다사274333,8.0,162.5,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.08667706791481644
0,fold_0_train,0000171648744325346200000000,다사274331,19.0,1473.53,17000,3,0,89.22,1993,17000,0,0,1,0,1,5.007435030673749
0,fold_0_train,0000171652144329006700000000,다사274334,20.0,15.2,17000,1,0,0.3617152,1990,17000,0,0,1,0,1,0.056768950371986
0,fold_0_train,0000171665464329859600000000,다사274335,20.0,114.62,17000,2,0,0.0,1990,17000,0,0,1,0,1,0.3403944441639667
0,fold_0_train,0000171688904329785300000000,다사275335,18.0,28.8,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.027775411367022804
0,fold_0_train,0000171725874330380300000000,,,19.8,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000171734114328445200000000,다사275334,8.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000171793614328127500000000,다사276334,5.0,5.76,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.003283242977650577
0,fold_0_train,0000171845394328967900000000,다사276334,5.0,22.92,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.013064571015234592
0,fold_0_train,0000171863034329590000000000,다사276335,5.0,17.94,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.008203475456792744
0,fold_0_train,0000171863844326836400000000,다사276332,8.0,33.58,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.054641941106954924
0,fold_0_train,0000171868614334136100000000,,,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000171884974324441000000000,다사277330,5.0,0.0,,0,0,0.0,1990,0,0,0,0,1,1,0.0
0,fold_0_train,0000171909734331192200000000,,,19.8,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000171921464321290900000000,다사277327,23.0,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000171958204324948600000000,다사277330,5.0,249.6,17000,2,1,0.0,1990,17000,0,0,1,0,1,0.19595897423013875
0,fold_0_train,0000171965714324724300000000,다사277330,5.0,1111.08,17000,2,0,0.0,1990,17000,0,0,1,0,1,0.8723000684600263
0,fold_0_train,0000171966554330320900000000,다사277336,0.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172043104331731600000000,,,897.37,17000,3,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172054604332299200000000,다사278338,13.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172088014322831200000000,다사279328,8.0,1097.02,17000,2,1,122.8,1990,17000,0,0,1,2,1,0.9138882235944642
0,fold_0_train,0000172131434321056200000000,다사279327,8.0,121.52,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.16537636493849592
0,fold_0_train,0000172190654336227000000000,다사280342,5.0,6.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.00365368431436787
0,fold_0_train,0000172192164328895500000000,,,0.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000172194084334846400000000,다사280340,8.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000172197414324092300000000,다사280330,0.0,16.5,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172251574323447800000000,다사280329,5.0,595.34,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.3015042292838021
0,fold_0_train,0000172276614328755900000000,다사281334,5.0,395.4,17000,2,0,0.0,1990,17000,0,0,1,1,1,0.30580306560999354
0,fold_0_train,0000172326224405124000000000,다사281411,266.0,0.0,,0,0,0.0,1990,0,0,0,0,22,1,0.0
0,fold_0_train,0000172330574327517600000000,,,278.0,17000,1,0,4.15,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172366004335272400000000,다사281341,5.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172378834327500700000000,다사282333,5.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172385144330369800000000,,,270.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172394854404935700000000,다사282410,298.0,0.0,,0,0,0.0,1990,0,0,0,0,19,0,0.0
0,fold_0_train,0000172413354333466400000000,,,135.95,17000,2,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172430134336402500000000,,,47.31,17000,1,0,0.7158745,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172443994319505700000000,다사282325,8.0,718.64,17000,2,1,22.555153,1990,17000,0,0,1,1,1,0.5862710006373487
0,fold_0_train,0000172495764320099600000000,다사283326,8.0,84.0,17000,1,0,2.7872714,1990,17000,0,0,1,1,1,0.07600073286420976
0,fold_0_train,0000172542814319770800000000,다사283325,13.0,180.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.268944743578427
0,fold_0_train,0000172545824340418400000000,다사283346,8.0,50.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,1.165569089107757
0,fold_0_train,0000172561174318413600000000,다사283324,8.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000172563524333109500000000,다사283339,5.0,21.0,17000,1,0,0.0,1990,17000,0,0,1,2,1,0.002926178372030417
0,fold_0_train,0000172567214333179900000000,다사283339,5.0,74.82,17000,1,0,1.1342,1990,17000,0,0,1,2,1,0.010425555514062657
0,fold_0_train,0000172579394320050700000000,다사283325,13.0,35.1,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.05244422499779327
0,fold_0_train,0000172579474338217800000000,,,9.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172583694344626700000000,다사284350,31.0,1231.71,17000,1,0,0.0,1990,17000,0,0,1,1,1,4.171862144919809
0,fold_0_train,0000172590854336051100000000,,,18.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172599614317774500000000,,,69.34,17000,2,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172602374321692400000000,,,462.9,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172616404321364600000000,,,2587.08,17000,2,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172651214343174400000000,다사284349,5.0,21.29,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.011957328792281709
0,fold_0_train,0000172662244323722100000000,다사284329,5.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000172668734321629600000000,,,18.63,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000172673984406589200000000,다사285412,130.0,48.0,04000,1,0,0.0,1990,4000,0,1,0,1,1,0.08658555283973557
0,fold_0_train,0000172686724320863700000000,다사285326,13.0,2936.35,17000,2,0,0.0,1990,17000,0,0,1,1,1,2.6306665472137607
0,fold_0_train,0000172696054332267500000000,다사285338,5.0,782.6,17000,3,0,95.98,1993,17000,0,0,1,1,1,0.4974182050232501
0,fold_0_train,0000172738014403338400000000,다사286409,177.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000172738434403187100000000,다사286409,177.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000172766594338098300000000,,,66.2,17000,1,0,0.0,1990,17000,0,0,1,2,1,0.0
0,fold_0_train,0000172806844323880600000000,,,21.6,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172815304322327600000000,,,70.95,17000,1,0,1.08,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172823634325912400000000,다사286331,8.0,487.6,17000,4,0,0.0,2000,17000,0,0,1,1,1,0.7447941925604593
0,fold_0_train,0000172831234319910800000000,,,46.96,17000,1,0,0.4736783,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172841964321208000000000,다사286327,0.0,22.6,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172850664404203700000000,다사287410,204.0,0.0,,0,0,0.0,1990,0,0,0,0,1,0,0.0
0,fold_0_train,0000172852684331952800000000,,,17.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172854914385826200000000,다사287391,219.0,0.0,,0,0,0.0,1990,0,0,0,0,5,0,0.0
0,fold_0_train,0000172859784403980300000000,,,0.0,,0,0,0.0,1990,0,0,0,0,1,0,0.0
0,fold_0_train,0000172863754338207800000000,다사286344,5.0,499.65,03000,2,0,111.18,1996,3000,0,1,0,13,0,0.5664002720625745
0,fold_0_train,0000172880144403260100000000,,,0.0,,0,0,0.0,1990,0,0,0,0,5,0,0.0
0,fold_0_train,0000172880524403420000000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000172885634342978100000000,,,333.52,17000,1,0,0.0,1996,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172893694405651900000000,다사287411,475.0,0.0,,0,0,0.0,1990,0,0,0,0,1,0,0.0
0,fold_0_train,0000172897754324788300000000,다사287330,8.0,148.5,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.16663767806947163
0,fold_0_train,0000172927214391338000000000,다사287397,8.0,0.0,,0,0,0.0,1990,0,0,0,0,3,0,0.0
0,fold_0_train,0000172933024346628300000000,,,74.43,17000,2,1,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172935014390532500000000,다사287396,163.0,0.0,,0,0,0.0,1990,0,0,0,0,2,0,0.0
0,fold_0_train,0000172935904325176400000000,다사287331,0.0,82.05,17000,1,0,2.8,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000172946554386866900000000,다사288392,426.0,18.9,03000,0,1,0.0,1990,3000,0,1,0,15,0,0.041104949901013
0,fold_0_train,0000172946794325541100000000,다사287331,0.0,760.7,17000,2,0,25.95,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000172949824389910900000000,다사288395,80.0,1836.24,10000,3,0,0.0,1990,10000,0,0,0,11,0,2.490597477073748
0,fold_0_train,0000172951464390411100000000,다사288396,214.0,560.0,10000,2,0,0.0,1990,10000,0,0,0,0,0,1.3076939193105712
0,fold_0_train,0000172952484325022300000000,다사287330,8.0,0.0,17000,2,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000172975804395036000000000,다사288400,302.0,0.0,,0,0,0.0,1990,0,0,0,0,15,0,0.0
0,fold_0_train,0000172984404324142300000000,다사288330,5.0,17.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.027854696793432852
0,fold_0_train,0000172992114326120200000000,다사288332,18.0,25.38,17000,1,0,0.8654436,1990,17000,0,0,1,0,1,0.09689693935987444
0,fold_0_train,0000172994444336643100000000,,,7.8,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173009394325382300000000,다사288331,20.0,46.8,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.09254855585690963
0,fold_0_train,0000173010674343611000000000,,,104.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173020714325150700000000,다사288331,20.0,1571.29,17000,3,0,0.0,2000,17000,0,0,1,1,1,3.1072782122308458
0,fold_0_train,0000173029524345746200000000,다사288351,0.0,33.6,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000173030364322178600000000,다사288328,5.0,2348.8,17000,2,0,0.0,2003,17000,0,0,1,0,1,2.5808549961212455
0,fold_0_train,0000173030444342265700000000,다사288348,8.0,25.74,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.04419500574114415
0,fold_0_train,0000173053964390465400000000,다사289396,288.0,216.0,10000,2,0,0.0,1990,10000,0,0,0,7,0,0.37703352594016176
0,fold_0_train,0000173056224395304400000000,다사289401,337.0,0.0,,0,0,0.0,1990,0,0,0,0,4,0,0.0
0,fold_0_train,0000173057614392572300000000,다사289398,43.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173064624389742600000000,다사289395,102.0,1597.0,10000,2,0,0.0,1990,10000,0,0,0,0,0,2.5033379068189197
0,fold_0_train,0000173066294390458200000000,다사289396,288.0,15.0,10000,1,0,0.0,1990,10000,0,0,0,7,0,0.026182883745844567
0,fold_0_train,0000173071654398367700000000,다사289404,168.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173079634398475300000000,다사289404,168.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173084644398259300000000,다사289404,168.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173094314326311500000000,다사289332,8.0,900.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.8448552422681078
0,fold_0_train,0000173098454332467200000000,,,167.98,17000,2,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173100354347591900000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000173104834405741100000000,다사289411,8.0,430.0,10000,1,0,0.0,1990,10000,0,0,0,0,0,0.38387159048935815
0,fold_0_train,0000173120024348193900000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000173124684347801800000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000173124724405506000000000,다사289411,8.0,177.12,Z8000,0,0,0.0,1990,0,0,0,0,1,0,0.15811938629645375
0,fold_0_train,0000173131304392533500000000,다사289398,43.0,1288.68,10000,4,0,5.53,1990,10000,0,0,0,2,1,1.012982639907647
0,fold_0_train,0000173133464405511000000000,다사289411,8.0,11.1,02000,0,0,0.0,1990,2000,1,0,0,1,0,0.1981848676479942
0,fold_0_train,0000173137064403879700000000,다사290409,197.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173145774326383000000000,다사289332,8.0,4.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.003754912187858257
0,fold_0_train,0000173146784399242500000000,다사290405,188.0,0.0,,0,0,0.0,1990,0,0,0,0,29,0,0.0
0,fold_0_train,0000173148024399118500000000,다사290405,188.0,0.0,,0,0,0.0,1990,0,0,0,0,40,0,0.0
0,fold_0_train,0000173149524404363700000000,다사290410,172.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173153784392484200000000,다사290398,276.0,266.68,10000,2,0,0.0,1990,10000,0,0,0,2,1,0.5334099008827566
0,fold_0_train,0000173156294320337400000000,다사289326,8.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173160564321035200000000,다사289326,8.0,3.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.002427545357167783
0,fold_0_train,0000173165794326095200000000,다사289332,8.0,575.26,17000,1,0,45.278236,1995,17000,0,0,1,1,1,0.5400126962968352
0,fold_0_train,0000173170984347768500000000,다사290353,8.0,50.4,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.03517591008506952
0,fold_0_train,0000173190034328604800000000,다사290334,5.0,20.78,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.016612889299636405
0,fold_0_train,0000173197384328537500000000,다사290334,5.0,28.8,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.02302460114675305
0,fold_0_train,0000173201954392080900000000,다사290397,53.0,216.0,10000,2,0,0.0,1990,10000,0,0,0,3,0,0.2164642136324805
0,fold_0_train,0000173203544396700700000000,다사290402,458.0,7.29,02000,1,0,0.0,1990,2000,1,0,0,9,0,0.2166198544025892
0,fold_0_train,0000173203784404288900000000,다사290410,172.0,0.0,,0,0,0.0,1990,0,0,0,0,1,0,0.0
0,fold_0_train,0000173204364320688400000000,다사290326,5.0,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000173207894325839300000000,다사290331,8.0,997.61,17000,2,0,0.0,2003,17000,0,0,1,0,1,2.6422030497858002
0,fold_0_train,0000173218614387006800000000,다사290392,147.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173220284341937400000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173220854391177300000000,다사290397,53.0,0.0,,0,0,0.0,1990,0,0,0,0,7,0,0.0
0,fold_0_train,0000173220994406364900000000,다사290412,272.0,0.0,,0,0,0.0,1990,0,0,0,0,9,0,0.0
0,fold_0_train,0000173225194319959400000000,다사290325,5.0,665.67,17000,3,1,0.0,1990,17000,0,0,1,0,1,0.27861557354200517
0,fold_0_train,0000173235164345113000000000,다사290351,5.0,1141.5,17000,3,1,0.0,1991,17000,0,0,1,2,1,0.5766619381903272
0,fold_0_train,0000173236234391143200000000,다사290397,53.0,0.0,,0,0,0.0,1990,0,0,0,0,6,0,0.0
0,fold_0_train,0000173237034392257200000000,다사290398,276.0,0.0,,0,0,0.0,1990,0,0,0,0,5,0,0.0
0,fold_0_train,0000173242294404330300000000,다사291410,311.0,0.0,,0,0,0.0,1990,0,0,0,0,5,0,0.0
0,fold_0_train,0000173244864346640900000000,,,10.0,19000,1,0,0.5010271,2019,19000,0,0,0,0,1,0.0
0,fold_0_train,0000173245474394250400000000,다사291400,362.0,0.0,,0,0,0.0,1990,0,0,0,0,7,0,0.0
0,fold_0_train,0000173249674350883500000000,다사290356,8.0,507.6,17000,2,0,0.0,2002,17000,0,0,1,0,1,0.16847136136210886
0,fold_0_train,0000173253294396601400000000,다사291402,197.0,7.29,02000,1,0,0.0,1990,2000,1,0,0,2,0,0.11109673791794256
0,fold_0_train,0000173254564403898500000000,다사291409,118.0,0.0,,0,0,0.0,1990,0,0,0,0,4,0,0.0
0,fold_0_train,0000173258914332539200000000,다사290338,0.0,2427.0,17000,3,1,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173264514315634700000000,다사290321,8.0,667.65,17000,2,0,0.0,1990,17000,0,0,1,1,1,0.4742350238884395
0,fold_0_train,0000173267164343536300000000,다사290349,21.0,3405.06,17000,3,1,93.7,1989,17000,0,0,1,0,1,3.168953357533449
0,fold_0_train,0000173276474337117900000000,,,55.2,17000,1,1,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173282834345228700000000,다사291351,19.0,8712.05,17000,4,0,76.9,1991,17000,0,0,1,0,1,12.026582454141689
0,fold_0_train,0000173288594403810400000000,다사291409,118.0,0.0,,0,0,0.0,1990,0,0,0,0,4,0,0.0
0,fold_0_train,0000173294294344359900000000,다사291350,8.0,7.25,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0041117429962129436
0,fold_0_train,0000173298744316367800000000,다사291322,5.0,9.6,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.01052084771730482
0,fold_0_train,0000173299634390699200000000,다사291396,176.0,0.0,,0,0,0.0,1990,0,0,0,0,2,0,0.0
0,fold_0_train,0000173307634326085900000000,다사291331,0.0,162.0,17000,1,0,0.0,2004,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173310564327642600000000,,,12.88,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173321734396755100000000,다사291402,197.0,493.18,03000,2,0,0.0,1990,3000,0,1,0,3,0,0.3757934787816935
0,fold_0_train,0000173324424340405200000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173329414340372300000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173337274331609600000000,다사291337,19.0,19.73,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.8945070153669943
0,fold_0_train,0000173342694344067500000000,다사291349,5.0,33.6,17000,1,0,0.0,1989,17000,0,0,1,1,1,0.017181199268162726
0,fold_0_train,0000173344154324578300000000,,,23.1,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173346124350857500000000,다사291356,8.0,1251.59,17000,2,0,63.1,2014,17000,0,0,1,0,1,1.9901137495204946
0,fold_0_train,0000173348874315849200000000,다사291321,5.0,0.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173349484399393700000000,다사292405,188.0,0.0,,0,0,0.0,1990,0,0,0,0,2,1,0.0
0,fold_0_train,0000173350254382109400000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173351074380807400000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173351904398823600000000,다사292404,175.0,303.2,01000,3,1,0.0,1990,1000,1,0,0,1,0,9.85766029008943
0,fold_0_train,0000173352234345751100000000,다사291351,19.0,31.5,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.04348429443190331
0,fold_0_train,0000173354904381181800000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173356934347808800000000,다사291353,0.0,60.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173368124345641900000000,다사292351,8.0,21.2,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.04522341058110482
0,fold_0_train,0000173370924390719100000000,다사292396,38.0,257.13,04000,1,0,0.0,1990,4000,0,1,0,3,0,0.34793498906442627
0,fold_0_train,0000173374624345564500000000,다사292351,8.0,697.5,17000,3,0,0.0,1999,17000,0,0,1,1,1,1.4878928717132365
0,fold_0_train,0000173381704402313800000000,다사292408,138.0,0.0,,0,0,0.0,1990,0,0,0,0,3,0,0.0
0,fold_0_train,0000173388674350190400000000,,,98.7,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173393904337538000000000,다사292343,28.0,293.96,17000,2,0,0.0,1990,17000,0,0,1,0,1,4.636331887568297
0,fold_0_train,0000173394954385826900000000,,,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000173397814347475800000000,다사292353,0.0,21.0,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000173398504350573800000000,,,918.78,17000,3,0,11.122301,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000173398564397632900000000,다사292403,8.0,0.0,,0,0,0.0,1990,0,0,0,0,2,0,0.0
0,fold_0_train,0000173400124336005400000000,다사292341,0.0,34.29,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173403044402487000000000,다사292408,138.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173404254345783900000000,다사292351,8.0,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000173409934397657400000000,다사292403,8.0,212.46,01000,3,0,0.0,1990,1000,1,0,0,6,0,0.17916086963350383
0,fold_0_train,0000173414854343581400000000,,,53.91,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173434604349899100000000,,,667.8,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173458754318399800000000,다사292324,0.0,293.04,17000,2,0,126.86,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000173462754349729100000000,,,347.2,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173472934350045900000000,,,1975.26,17000,3,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173477494339933500000000,다사293345,8.0,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_train,0000173486194406170000000000,다사293412,179.0,0.0,,0,0,0.0,1990,0,0,0,0,3,1,0.0
0,fold_0_train,0000173489004339339100000000,다사293345,8.0,76.95,17000,1,0,2.43,1990,17000,0,0,1,2,1,0.06669628056642
0,fold_0_train,0000173492004332718700000000,,,72.0,17000,2,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173492624339916900000000,다사293345,8.0,0.0,,0,0,0.0,1990,0,0,0,0,0,1,0.0
0,fold_0_validation,0000173493344350839500000000,다사293356,5.0,390.0,17000,1,0,0.0,1990,17000,0,0,1,2,1,0.12781357832465237
0,fold_0_train,0000173494014385500100000000,,,44.28,03000,1,0,0.0,1990,3000,0,1,0,1,0,0.0
0,fold_0_train,0000173498034386000000000000,,,78.16,03000,1,0,0.0,1990,3000,0,1,0,16,0,0.0
0,fold_0_train,0000173501104406769000000000,다사293412,179.0,0.0,,0,0,0.0,1990,0,0,0,0,14,1,0.0
0,fold_0_train,0000173508704399297100000000,다사293405,88.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173509224402856300000000,다사293408,87.0,0.0,,0,0,0.0,1990,0,0,0,0,0,0,0.0
0,fold_0_train,0000173513284346779100000000,,,27.0,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173519164330166900000000,,,23.034,17000,1,0,0.37,1990,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173539964333519100000000,,,28.26,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.0
0,fold_0_train,0000173545244341583400000000,다사293347,14.0,435.0,17000,1,0,0.0,1990,17000,0,0,1,2,1,0.6415746707584171
0,fold_0_train,0000173547904345855200000000,다사293351,8.0,41.28,17000,1,0,0.0,1990,17000,0,0,1,1,1,0.07197719327306173
0,fold_0_train,0000173548654352021100000000,,,2030.61,17000,4,0,19.903062,1993,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173558434351850300000000,,,506.55,17000,2,0,4.965,2002,17000,0,0,1,0,1,0.0
0,fold_0_train,0000173564844346144000000000,,,30.6,17000,1,0,0.0,1990,17000,0,0,1,0,1,0.0
0,fold_0_validation,0000173569474352309500000000,다사294358,8.0,131.6,17000,2,0,0.0,2002,17000,0,0,1,0,1,0.11222516666417941
0,fold_0_train,0000173570524342318800000000,다사294348,26.0,2484.0,17000,4,0,0.0,1990,17000,0,0,1,0,1,4.452195972728713
0,fold_0_train,0000173571174325995100000000,다사293331,13.0,4257.8,17000,4,0,161.37,1996,17000,0,0,1,1,1,4.538532684808312
